Timestamp,Student ID,Do you understand that this is a paid course ?,Course Fee Email,Date sent,Payment,Payment Receipt Sent,How and where did you hear about this course?,Which Country are you currently residing in?,Which City are you currently residing in?,Gender,Age,Are you currently attending University / College?,Latest Degree Completed or in Progress?,Name of University or College currently or previously attended?,Discipline of Degree?,Have you taken any foundational course in data science / econometrics / statistics / computer science?,"What programming language(s) are you most comfortable in (R, Python, Java, JS, etc.)? If none please type ""None"". ",Prior Work Experience in Data Science or Machine Learning,Primary Reason for taking this course?,Do you understand that this is a paid course ?,"Prior Formal Education (course teaching or using R, university assignments, coding projects, course work, etc.) in R?","Prior Formal Education (course teaching or using Python, university assignments, coding projects, course work, etc.) in Python?",Prior Work Experience in R.,Prior Work Experience in Python.,"Personal Education or Knowledge (learning R on your own and/or doing personal projects, etc.) in R?","Personal Education or Knowledge (learning Python on your own and/or doing personal projects, etc.) in Python?",Do you have a LinkedIn Account?,"Do you have any feedback, thoughts, or comments you would like to share?"
8/22/2022 11:04:34,68,No,Sent,2022-08-27,Pending,,whatsapp group,Pakistan,Karachi,Male,26,No,Bachelors,IQRA UNIVERSITY,SOFTWARE ENGINEERING,Computer Science,.NET CORE,Intermediate (2-3 Years),IMPROVE SKILLS,No,Beginner (0 Years),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Beginner (0 Years),Beginner (0 Years),NONE,
8/22/2022 11:11:44,69,Yes,Sent,2022-08-26,Pending,,From my university group,Pakistan,Karachi,Female,21,Yes,Bachelors,Student of Sindh madressatul Islam University,BS in Artificial Intelligence,Data Science,Python,Learner (1 Year or Less),To explore and to learn new thing because my aim is to become a best Data scientist,Yes,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Intermediate (2-3 Years),True,I am very passionate about my field and right now i want this opportunity so that i can learn new things.
8/22/2022 11:20:03,70,No,Sent,2022-08-27,Pending,,IBA,Pakistan,Karachi,Female,25,No,Bachelors,IBA,Economics and math,All of them,Python,Learner (1 Year or Less),To furnish the skills,No,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),None (0 Years),Learner (1 Year or Less),Learner (1 Year or Less),True,No paid
8/22/2022 11:26:22,71,Yes,Sent,2022-08-26,Pending,,WhatsApp Job Finders Group,Pakistan,Lahore,Male,23,No,Bachelors,University of Central Punjab,BSCS,Computer Science,"Python, Java, PHP, C++",Learner (1 Year or Less),Want To Explore New Things In Data Sciences,Yes,Learner (1 Year or Less),Intermediate (2-3 Years),Some (1 Year or Less),Intermediate (2-3 Years),Learner (1 Year or Less),Intermediate (2-3 Years),True,
8/22/2022 11:36:49,72,No,Sent,2022-08-27,Pending,,Social Media,Pakistan,Lahore,Male,22,No,Bachelors,Superior University,Bachelors in Computer Science,Computer Science,JS,Beginner (0 Years),To get a good job.,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,
8/22/2022 11:40:44,73,No,Sent,2022-08-27,Pending,,Social Media,Pakistan,Karachi,Female,24,No,Bachelors,NED University of Engineering and Technology,Computational Finance,All of them,"Python, PL/SQL",Learner (1 Year or Less),Want to enhance my skillsets more towards data science,No,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),Intermediate (2-3 Years),True,I wants to make my identity in data science industry by opting this opportunity.
8/22/2022 11:50:06,74,Yes,Sent,2022-08-26,Pending,,university,pakistan,Karachi,Male,26,Yes,Bachelors,iqra university,BsCs,Data Science,pythob,Beginner (0 Years),i have a interest,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),True,none
8/22/2022 12:18:33,75,No,Sent,2022-08-27,Pending,,On social media,Pakistan,Karachi,Female,24,No,Bachelors,Iqra university main campus karachi,I'm very puntual,Computer Science,Python,Beginner (0 Years),I want to learn,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Learner (1 Year or Less),Learner (1 Year or Less),True,No
8/22/2022 12:19:03,76,No,Sent,2022-08-27,Pending,,WhatsApp group,Pakistan,Lahore,Male,23,Yes,Bachelors,GCU Lahore,BS,Data Science,C++ and Python,Beginner (0 Years),To get hands on training from professionals,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),True,Nil
8/22/2022 12:25:16,77,Yes,Sent,2022-08-26,Pending,,Facebook group,Pakistan,Karachi,Male,23,Yes,Bachelors,Institute of business administration,BBA,None of them,None,Beginner (0 Years),I am pursuing Actuarial Sciences and this will help later in ny career,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,
8/22/2022 12:56:10,78,No,Sent,2022-08-27,Pending,,IAM heard about this course in WhatsApp group,Pakistan,Karachi,Male,20,Yes,Bachelors,Iqra university,BBA (honor),None of them,None,Learner (1 Year or Less),IAM interested in this course,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),True,This course is free or paid
8/22/2022 13:29:01,79,No,Sent,2022-08-27,Pending,,friend,Pakistan,karachi,Male,22,No,Bachelors,Dha suffa university,computer science,Data Science,python,Learner (1 Year or Less),to get job,No,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),Intermediate (2-3 Years),True,
8/22/2022 13:29:19,80,No,Sent,2022-08-27,Pending,,LinkedIn,Pakistan,Karachi,Male,24,No,Bachelors,Iqra University EDC campus,BS(SE),All of them,Python,Beginner (0 Years),Learn something new,No,Learner (1 Year or Less),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,How long you take time to inform me related to the course
8/22/2022 13:32:24,81,No,Sent,2022-08-27,Pending,,Friend,Pakistan,Islamabad,Male,24,No,Bachelors,"Quaid-I-Azam University, Islamabad",Information Technology,Computer Science,Python,Learner (1 Year or Less),Because this is most demanded field In future,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),None,Thanks
8/22/2022 13:55:52,82,No,Sent,2022-08-27,Pending,,Whatsapp,Pakistan,Lahore,Female,25,No,Bachelors,The Islamia University of Bahawalpur,MCS,Computer Science,C#,Beginner (0 Years),"I am interested in Data Science and Machine Learning that's why, I would like to do this Course.",No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),None,
8/22/2022 13:56:00,83,No,Sent,2022-08-27,Pending,,through whatsapp,Pakistan,Karachi,Female,20,Yes,H.S.C,SSUET,BS AI,Data Science,Python Javascript,Learner (1 Year or Less),I want to become machine learning engineer,No,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,no
8/22/2022 13:59:45,84,No,Sent,2022-08-27,Pending,,on social media site,Pakistan,Karachi,Male,21,Yes,H.S.C,SMIU,BS Artificial intelligence,Data Science,Python,Learner (1 Year or Less),To gain some experience,No,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Intermediate (2-3 Years),True,Its a great opportunity for fresh students to familiar with data science
8/22/2022 14:21:52,85,No,Sent,2022-08-27,Pending,,My Tutor gave me link,Pakistan,Karachi,Male,21,Yes,H.S.C,Iqra university,Software engineering,Data Science,Java &  python,Beginner (0 Years),To Learn more new things,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,Hope I will learn new era things in data science
8/22/2022 14:46:19,86,No,Sent,2022-08-27,Pending,,Social Media,Pakistan,Lahore,Male,22,Yes,Masters,Quaid e Azam University,Economics,All of them,None,Learner (1 Year or Less),To learn more about data science especially want to  understand how to use softwares especially Python and R.,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,Nope.
8/22/2022 15:07:25,87,No,Sent,2022-08-27,Pending,,linkedin,Pakistan,Lahore,Male,21,No,Bachelors,The Islamia University of Bahawalpur,MCS,Computer Science,Python,Beginner (0 Years),I want to sharp up my skills regarding Data Science and Machine Learning.,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,My addition to your software company would be beneficial for both.
8/22/2022 15:33:38,88,No,Sent,2022-08-27,Pending,,Facebook,Pakistan,Karachi,Male,23,Yes,Bachelors,Sir syed university of Engineering Technology,Software Engineering,Statisitics,Python,Beginner (0 Years),Passion in Data science,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Intermediate (2-3 Years),Learner (1 Year or Less),True,No
8/22/2022 15:40:45,89,No,Sent,2022-08-27,Pending,,Whatsapp,Pakistan,Karachi,Male,20,No,H.S.C,Adamjee Government Science College,Pre-Engineering,Computer Science,"python,Js",Beginner (0 Years),I want to learn data science and artificial intelligence in future because Ai is future.,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),True,This is a great oppurtunity for the student who want to make future bright with the help of this company.
8/22/2022 15:44:42,90,No,Sent,2022-08-27,Pending,,Social media,Pakistan,Karachi,Male,22,No,Bachelors,Sir syed university of engineering and technology,Software engineering,Computer Science,"JS, Java",Beginner (0 Years),Hands on experience,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,
8/22/2022 15:44:54,91,Yes,Sent,2022-08-26,Pending,,Friends,Pakistan,Karachi,Male,24,No,Bachelors,Sir syed university of engineering and technology,Software engineering,All of them,"R, python",Beginner (0 Years),Expand my experience in data science.,Yes,Intermediate (2-3 Years),Intermediate (2-3 Years),Some (1 Year or Less),Intermediate (2-3 Years),Learner (1 Year or Less),Intermediate (2-3 Years),True,How much stipend will I get.
8/22/2022 15:45:38,92,Yes,Sent,2022-08-26,Pending,,A friend,Pakistan,Karachi,Female,22,Yes,Bachelors,Iqra University,Computer Science,Computer Science,python,Beginner (0 Years),Want to learn,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),True,
8/22/2022 15:46:59,93,No,Sent,2022-08-27,Pending,,From a post,Pakistan,karachi,Male,22,Yes,Bachelors,Sir Syed University,Bs CE,None of them,React and JS,Beginner (0 Years),Exposure and learning,No,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),True,No
8/22/2022 15:48:18,94,No,Sent,2022-08-27,Pending,,LinkedIn,Pakistan,karachi,Male,23,Yes,Bachelors,Sir Syed University Of Engineering And Technology,Software Engineering,None of them,Python,Beginner (0 Years),Want some knowledge,No,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,
8/22/2022 15:53:25,95,No,Sent,2022-08-27,Pending,,Whatsapp  (University Job Group),Pakistan,Karachi,Male,23,Yes,Bachelors,Sir Syed University Of Engineering & Technology,Software Engineering,Data Science,"Python, SQL, R, Java",Intermediate (2-3 Years),"To gain practical experience, and apply machine learning/data science in different use case scenario.",No,Learner (1 Year or Less),Intermediate (2-3 Years),None (0 Years),Some (1 Year or Less),Learner (1 Year or Less),Intermediate (2-3 Years),True,Yes. I am willing to dedicate my efforts to this. Regards
8/22/2022 15:59:22,96,No,Sent,2022-08-27,Pending,,Whatsapp group,Pakistan,Karachi,Male,18,Yes,H.S.C,Memon Industrial and Technical Institute,Computer science,Computer Science,Javascript,Learner (1 Year or Less),Interest in machine learning,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,No
8/22/2022 15:59:58,97,No,Sent,2022-08-27,Pending,,on social media,Pakistan,Karachi,Female,22,Yes,Bachelors,Sir syed University of engineering and technology,Computer engineering,Computer Science,python and java,Beginner (0 Years),gain experience,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,not yet
8/22/2022 16:09:56,98,Yes,Sent,2022-08-26,Maybe,,LinkedIn,Pakistan,KARACHI,Male,23,No,Bachelors,Sirsyed university of engineering and technology,Software engineering,Statisitics,Python,Beginner (0 Years),For  become proficient in data analytics and data science,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,
8/22/2022 16:11:02,99,No,Sent,2022-08-27,Pending,,By my teacher,Pakistan,Karachi,Male,24,Yes,Bachelors,Iqra University,BS Software Engineering (BSSE),Data Science,Python,Beginner (0 Years),To get learn about industrial projects & workflow with a team to achieve goals.,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),True,
8/22/2022 16:17:28,100,Yes,Sent,2022-08-26,Pending,,Social Media,Pakistan,Karachi,Male,22,Yes,Bachelors,University Of Karachi,BS Software Engineering,Computer Science,"Python,JS",Learner (1 Year or Less),Seeking Career in the Field of Data Science,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),None,Great Initiative as there are very less oppurtunities in the field od Data Science in Pakistan.
8/22/2022 16:28:54,101,No,Sent,2022-08-27,Pending,,friend,Pakistan,Karachi,Male,26,Yes,Bachelors,Sir Syed University,Computer Engineering,Computer Science,Python,Beginner (0 Years),to learn machine learning,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,none
8/22/2022 16:52:13,102,No,Sent,2022-08-27,Pending,,Job posting group,Pakistan,Karachi,Male,25,No,Bachelors,Sir Syed University of Engineering and Technology,Software Engineering,Statisitics,"C language, Java, python.",Beginner (0 Years),To improve my Skillset,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),True,None!
8/22/2022 17:02:35,103,No,Sent,2022-08-27,Pending,,Family,Pakistan,Hyderabad,Male,21,Yes,Bachelors,University of Sindh,BS Statistics,Statisitics,R and Python,Beginner (0 Years),Interest,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),None,"I have Interest in learning about data science, machine learning and artificial intelligence.  This might be the best way to learn it with professionals and would be glad to learn from experience teachers."
8/22/2022 17:04:37,104,No,Sent,2022-08-27,Pending,,An hour ago from a friend,Pakistan,Karachi,Male,21,Yes,Bachelors,Sir Syed University of Engineering and Technology,Software Degree,None of them,Java,Beginner (0 Years),I am eager to learn,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),True,It would be great if I could enroll in this course for free
8/22/2022 17:27:56,105,Yes,Sent,2022-08-26,Pending,,Friend suggest,Pakistan,Karachi,Male,23,Yes,Bachelors,Iqra university,Engineering and Energy,None of them,Python,Beginner (0 Years),Want to learn more skills and got a opportunity of internship and got lot of experience,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),None,
8/22/2022 17:41:51,106,Yes,Sent,2022-08-26,Maybe,,Teacher recommanded,Pakistan,Karachi,Male,22,Yes,Bachelors,Sir Syed University of Engineering and Technology,Software Engineering,Computer Science,"Python, Java, Javascript, dart",Beginner (0 Years),Needed to learn and build good understanding of data science to pursue the career of Data Scientist.,Yes,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),None (0 Years),Beginner (0 Years),Intermediate (2-3 Years),True,Yes I greatly respect on the your efforts on teaching us young generation..
8/22/2022 19:48:01,107,Yes,Sent,2022-08-26,Pending,,WhatsApp,Pakistan,Karachi,Male,24,No,Bachelors,Sir Syed university of engineering and technology,Computer science,Computer Science,Java or js,Beginner (0 Years),To gain knowledge,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,
8/22/2022 20:01:48,108,No,Sent,2022-08-27,Pending,,Whatsapp,Pakistan,Karachi,Male,22,Yes,Bachelors,Sur Syed University of Engineering and Technology,BS Software Engineering,Econometrics,Python,Beginner (0 Years),My love for data and its application in our normal and professional life,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),None,No
8/22/2022 21:39:42,109,No,Sent,2022-08-27,Pending,,From my friend,Pakistan,Karachi,Female,33,Yes,PhD,Ned university,CSIT,Computer Science,"Python,c#",Learner (1 Year or Less),It will help me in pursing my phd degree,No,Advanced (4+),Intermediate (2-3 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Intermediate (2-3 Years),True,
8/22/2022 23:17:37,110,No,Sent,2022-08-27,Pending,,WhatsApp Group,Pakistan,Karachi,Male,25,No,Bachelors,SSUET,Software  BSSE,Computer Science,Python,Beginner (0 Years),Build and Enhance skills and Experience in Data Science,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Beginner (0 Years),True,Good Work
8/23/2022 0:32:31,111,Yes,Sent,2022-08-26,Pending,,Whatsapp group,Pakistan,Karachi,Male,23,No,Bachelors,Iqra University,Software Engineering,Data Science,"Python, Java",Beginner (0 Years),Want to learn more about Data Science and persuemy carrier in data science,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,
8/23/2022 0:34:51,112,Yes,Sent,2022-08-26,Pending,,Whatsapp group,Pakistan,Karachi,Female,22,Yes,Bachelors,Sir Syed university of engineering and technology,Software engineering,Statisitics,"Java, python, c",Beginner (0 Years),To gain more knowledge and broaden my horizon.,Yes,Intermediate (2-3 Years),Intermediate (2-3 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),None,
8/23/2022 1:21:57,113,No,Sent,2022-08-27,Pending,,Social media,Pakistan,Karachi,Male,23,Yes,Bachelors,Sir Syed university of engineering and technology,BS in software engineering,Statisitics,"Java,python ",Learner (1 Year or Less),I am willing to develop advance application,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,None
8/23/2022 1:39:25,114,No,Sent,2022-08-27,Pending,,Facebook group of IBA,Pakistan,Karachi,Male,25,Yes,Masters,IBA,MBA,None of them,None,Beginner (0 Years),Want to learn about it.,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,
8/23/2022 2:20:42,115,No,Sent,2022-08-27,Pending,,University job guiding group,Pakistan,Karachi,Female,22,Yes,Bachelors,Sir Syed university of engineering and technology,Bachelors in Computer engineering,All of them,"Python, Java, JS, HTML, CSS",Beginner (0 Years),I just want to learn data science in a flow.,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),True,Currently nothing
8/23/2022 2:40:29,116,No,Sent,2022-08-27,Pending,,SSUET Internship Group,Pakistan,Pakistan,Female,21,Yes,Bachelors,SSUET,Software engineering,None of them,"HTML 5, Java, python ",Beginner (0 Years),To learn and grow more in AI industry.,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Intermediate (2-3 Years),True,I want this internship!
8/23/2022 3:08:01,117,No,Sent,2022-08-27,Pending,,WhatsApp Group,Pakistan,Karachi,Male,22,Yes,Bachelors,Iqra University karachi,BBA-H,Statisitics,Python,Beginner (0 Years),To learn Data Science,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),None,No
8/23/2022 3:54:15,118,No,Sent,2022-08-27,Pending,,From University Fellows,Pakistan,Karachi,Male,21,Yes,H.S.C,NED University,Computer Information Systems Engineering,Data Science,Python,Learner (1 Year or Less),Experience,No,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),Intermediate (2-3 Years),None,-
8/23/2022 3:57:58,119,No,Sent,2022-08-27,Pending,,Friend,Pakistan,Karachi,Male,22,Yes,Bachelors,Iqra University,Bachelors in Computer Science,Computer Science,"JavaScript, Python ",Beginner (0 Years),Interested in this field,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,No
8/23/2022 4:09:08,120,Yes,Sent,2022-08-26,Pending,,Online through WhatsApp group,Pakistan,Karachi,Female,22,No,Bachelors,Sir Syed University of Engineering and Technology,Bachelor's in Bioinformatics,All of them,Python and linux,Learner (1 Year or Less),Because I have completed my bachelor's in Bioinformatics which is about data science and machine learning,Yes,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Advanced (4+),Beginner (0 Years),Learner (1 Year or Less),True,I am interested in this training
8/23/2022 4:12:44,121,No,Sent,2022-08-27,Pending,,Teacher,Pakistan,Karachi,Female,26,No,Bachelors,Iqra university,BsCs,Computer Science,Java,Beginner (0 Years),Interested,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,Excited
8/23/2022 4:29:21,122,No,Sent,2022-08-27,Pending,,By friend,Pakistan,Karachi,Male,25,No,H.S.C,Aptech Institute,Diploma in Software Engineering,Computer Science,None,Beginner (0 Years),To start a career in machine learning,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,No
8/31/2022 6:35:04,123,,Sent,2022-08-31,Paid,,Colleague,Pakistan,Karachi,Male,25,Yes,Bachelors,IBA Karachi,Economics and mathematics,Econometrics,None,Beginner (0 Years),Enter the field of data science,Yes,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),True,
8/23/2022 5:33:08,124,Yes,Sent,2022-08-24,Pending,,Social media,Pakistan,Karachi,Female,24,Yes,Masters,NED university of engineering and technology,MS DATA SCIENCE,Data Science,Python,Beginner (0 Years),To learn  and get skills and experience,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),True,..
8/23/2022 5:48:12,125,No,Sent,2022-08-27,Pending,,University,Pakistan,Karachi,Male,21,Yes,Bachelors,Institute of Business Administration,Computer Science,Computer Science,Java,Beginner (0 Years),I am interested in data sciences,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),True,
8/23/2022 6:15:16,126,No,Sent,2022-08-27,Pending,,Friends,Pakistan,Karachi,Male,21,Yes,Bachelors,Sir Syed University of Engineering and Technology,Computer Engineering,All of them,Python,Beginner (0 Years),To enhance old and develop new skills and to Practice it professionally,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,I see this course as a good opportunity for beginners
8/23/2022 7:03:52,127,Yes,Sent,2022-08-24,Pending,,IBA and LUMS Facebook page,Pakistan,Karachi,Male,21,Yes,H.S.C,IBA,BBA,Data Science,None,Learner (1 Year or Less),I aspire to become a data analyst and possibly a data scientist though that seems a stretch being a BBA student,Yes,Learner (1 Year or Less),Beginner (0 Years),None (0 Years),None (0 Years),Learner (1 Year or Less),Beginner (0 Years),True,
8/23/2022 7:11:03,128,No,Sent,2022-08-27,Pending,,Linkedin,Pakistan,Karachi,Male,22,Yes,Bachelors,NED-UET Karachi,Software engineering,Statisitics,JS,Beginner (0 Years),Learning and exploring Data Science,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,None
8/23/2022 7:35:16,129,No,Sent,2022-08-27,Pending,,Friend,Pakistan,karachi,Male,25,No,Bachelors,Karachi University,MCS master in computer science 16 years education,Computer Science,JavaScript,Beginner (0 Years),Want to take a new road map for learning different categories,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Learner (1 Year or Less),Learner (1 Year or Less),True,
8/23/2022 12:06:54,130,No,Sent,2022-08-27,Pending,,From my teacher,Pakistan,Karachi,Female,24,No,Bachelors,Iqra University,Software engineering,Statisitics,None,Beginner (0 Years),To learn new skills.,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),True,
8/23/2022 13:14:25,131,No,Sent,2022-08-27,Pending,,My friend send me this advertise,Pakistan,Karachi,Male,24,Yes,Bachelors,University of karachi,M.sc In GIS,Data Science,Python,Beginner (0 Years),For job,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),None,It's interesting
8/23/2022 14:12:59,132,No,Sent,2022-08-27,Pending,,My friend sent me the details of this course on WhatsApp.,Pakistan,Karachi,Male,20,Yes,Bachelors,"Institute of Business Administration, Karachi",Computer Science,All of them,"Python, SQL, Java",Beginner (0 Years),"I want to become a machine learning engineer in the future. I hope this course will be a great facilitator for me to achieve my career goal. Furthermore, I hope to land an internship opportunity at Cube Statistical after this course.",No,Learner (1 Year or Less),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),True,
8/23/2022 16:47:49,133,No,Sent,2022-08-27,Pending,,Friend,Pakistan,Karachi,Male,22,No,Bachelors,Sir Syed University Engineering Technology,BSIT,Computer Science,None,Learner (1 Year or Less),To establish my skills,No,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,
8/23/2022 17:33:11,134,Yes,sent,2022-08-24,Pending,,Facebook group: People of IBA and LUMS,Pakistan,Karachi,Female,21,Yes,Bachelors,Institute of Business Administration,BS Economics and Math,Data Science,Python,Learner (1 Year or Less),I have recently discovered my interest in the data science and I would like to build my skillset using these softwares that are crucial in the world of big data.,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,
8/24/2022 16:20:37,135,Yes,Sent,2022-08-26,Paid,Yes,Flyer,Canada,Oakville,Female,36,No,Masters,"University of Leeds , united Kingdom",MA Human Resource Management,None of them,None,Beginner (0 Years),To learn more about Data science,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,Looking forward to the learning session
8/29/2022 13:32:24,136,Yes,Sent,2022-08-29,Paid,Yes,From a friend,Pakistan,Islamabad,Female,21,No,Masters,Quaid-i-Azam University Islamabad,BS-STATISTICS,Statisitics,A little bit of R,Learner (1 Year or Less),I want to. Be a data analyst so I wanna begin from somewhere,Yes,Learner (1 Year or Less),Beginner (0 Years),Some (1 Year or Less),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,I wanna learn more and more from this course.
8/24/2022 2:34:07,137,No,Sent,2022-08-27,Pending,,Friends,Pakistan,Karachi,Male,22,Yes,Bachelors,Sindh Madressatul Islam University,BSCS,Computer Science,None,Beginner (0 Years),To learn,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,Students really need these type of platform where they learn about their field you're really doing great job. Thanks
